key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,stadium_capacity,attendance,total_goals_in_match,match_for_host,used_capacity_ratio,attendance_category,relative_attendance_category,host_country_code,tournament_year,short_stage_name
515,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,third-place match,not applicable,0,1,0,0,1994-07-16,12:30,S-187,Rose Bowl,Pasadena,United States,T-72,Sweden,SWE,T-10,Bulgaria,BGR,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,94000,91500.0,4,0,0.973404255319149,75k-100k,75%-100%,USA,1994,knockout stage
516,WC-1994,1994 FIFA World Cup,M-1994-52,Brazil v Italy,final,not applicable,0,1,0,0,1994-07-17,12:30,S-187,Rose Bowl,Pasadena,United States,T-09,Brazil,BRA,T-39,Italy,ITA,0–0,0,0,0,0,1,1,3–2,3,2,home team win,1,0,0,94000,94194.0,0,0,1.002063829787234,75k-100k,>100%,USA,1994,knockout stage
517,WC-1998,1998 FIFA World Cup,M-1998-01,Brazil v Scotland,group stage,Group A,1,0,0,0,1998-06-10,17:30,S-048,Stade de France,Saint-Denis,France,T-09,Brazil,BRA,T-62,Scotland,SCO,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,80000,80000.0,3,0,1.0,75k-100k,>100%,FRA,1998,group stage
518,WC-1998,1998 FIFA World Cup,M-1998-02,Morocco v Norway,group stage,Group A,1,0,0,0,1998-06-10,21:00,S-043,Stade de la Mosson,Montpellier,France,T-45,Morocco,MAR,T-51,Norway,NOR,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,34000,29750.0,4,0,0.875,25k-50k,75%-100%,FRA,1998,group stage
519,WC-1998,1998 FIFA World Cup,M-1998-03,Italy v Chile,group stage,Group B,1,0,0,0,1998-06-11,17:30,S-037,Stade du Parc Lescure,Bordeaux,France,T-39,Italy,ITA,T-13,Chile,CHL,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,35000,35200.0,4,0,1.0057142857142858,25k-50k,>100%,FRA,1998,group stage
520,WC-1998,1998 FIFA World Cup,M-1998-04,Cameroon v Austria,group stage,Group B,1,0,0,0,1998-06-11,21:00,S-051,Stade de Toulouse,Toulouse,France,T-11,Cameroon,CMR,T-05,Austria,AUT,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,37000,36500.0,2,0,0.9864864864864865,25k-50k,75%-100%,FRA,1998,group stage
521,WC-1998,1998 FIFA World Cup,M-1998-05,Paraguay v Bulgaria,group stage,Group D,1,0,0,0,1998-06-12,14:30,S-043,Stade de la Mosson,Montpellier,France,T-53,Paraguay,PRY,T-10,Bulgaria,BGR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,34000,27650.0,0,0,0.8132352941176471,25k-50k,75%-100%,FRA,1998,group stage
522,WC-1998,1998 FIFA World Cup,M-1998-06,Saudi Arabia v Denmark,group stage,Group C,1,0,0,0,1998-06-12,17:30,S-039,Stade Félix-Bollaert,Lens,France,T-61,Saudi Arabia,SAU,T-21,Denmark,DNK,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,41000,38100.0,1,0,0.9292682926829269,25k-50k,75%-100%,FRA,1998,group stage
523,WC-1998,1998 FIFA World Cup,M-1998-07,France v South Africa,group stage,Group C,1,0,0,0,1998-06-12,21:00,S-042,Stade Vélodrome,Marseille,France,T-28,France,FRA,T-68,South Africa,ZAF,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,60000,55000.0,3,1,0.9166666666666666,50k-75k,75%-100%,FRA,1998,group stage
524,WC-1998,1998 FIFA World Cup,M-1998-08,Spain v Nigeria,group stage,Group D,1,0,0,0,1998-06-13,14:30,S-044,Stade de la Beaujoire,Nantes,France,T-71,Spain,ESP,T-48,Nigeria,NGA,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,40000,38000.0,5,0,0.95,25k-50k,75%-100%,FRA,1998,group stage
525,WC-1998,1998 FIFA World Cup,M-1998-09,South Korea v Mexico,group stage,Group E,1,0,0,0,1998-06-13,17:30,S-041,Stade de Gerland,Lyon,France,T-69,South Korea,KOR,T-44,Mexico,MEX,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,44000,42738.0,4,0,0.9713181818181819,25k-50k,75%-100%,FRA,1998,group stage
526,WC-1998,1998 FIFA World Cup,M-1998-10,Netherlands v Belgium,group stage,Group E,1,0,0,0,1998-06-13,21:00,S-048,Stade de France,Saint-Denis,France,T-46,Netherlands,NLD,T-06,Belgium,BEL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,80000,77000.0,0,0,0.9625,75k-100k,75%-100%,FRA,1998,group stage
527,WC-1998,1998 FIFA World Cup,M-1998-11,Argentina v Japan,group stage,Group H,1,0,0,0,1998-06-14,14:30,S-051,Stade de Toulouse,Toulouse,France,T-03,Argentina,ARG,T-42,Japan,JPN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,37000,33500.0,1,0,0.9054054054054054,25k-50k,75%-100%,FRA,1998,group stage
528,WC-1998,1998 FIFA World Cup,M-1998-12,Yugoslavia v Iran,group stage,Group F,1,0,0,0,1998-06-14,17:30,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-84,Yugoslavia,YUG,T-36,Iran,IRN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,36000,42738.0,1,0,1.1871666666666667,25k-50k,>100%,FRA,1998,group stage
529,WC-1998,1998 FIFA World Cup,M-1998-13,Jamaica v Croatia,group stage,Group H,1,0,0,0,1998-06-14,21:00,S-039,Stade Félix-Bollaert,Lens,France,T-41,Jamaica,JAM,T-17,Croatia,HRV,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,41000,38100.0,4,0,0.9292682926829269,25k-50k,75%-100%,FRA,1998,group stage
530,WC-1998,1998 FIFA World Cup,M-1998-14,England v Tunisia,group stage,Group G,1,0,0,0,1998-06-15,14:30,S-042,Stade Vélodrome,Marseille,France,T-27,England,ENG,T-76,Tunisia,TUN,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,60000,54587.0,2,0,0.9097833333333334,50k-75k,75%-100%,FRA,1998,group stage
531,WC-1998,1998 FIFA World Cup,M-1998-15,Romania v Colombia,group stage,Group G,1,0,0,0,1998-06-15,17:30,S-041,Stade de Gerland,Lyon,France,T-59,Romania,ROU,T-15,Colombia,COL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,44000,43300.0,1,0,0.9840909090909091,25k-50k,75%-100%,FRA,1998,group stage
532,WC-1998,1998 FIFA World Cup,M-1998-16,Germany v United States,group stage,Group F,1,0,0,0,1998-06-15,21:00,S-045,Parc des Princes,Paris,France,T-29,Germany,DEU,T-80,United States,USA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,49000,49000.0,2,0,1.0,25k-50k,>100%,FRA,1998,group stage
533,WC-1998,1998 FIFA World Cup,M-1998-17,Scotland v Norway,group stage,Group A,1,0,0,0,1998-06-16,17:30,S-037,Stade du Parc Lescure,Bordeaux,France,T-62,Scotland,SCO,T-51,Norway,NOR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,35000,31800.0,2,0,0.9085714285714286,25k-50k,75%-100%,FRA,1998,group stage
534,WC-1998,1998 FIFA World Cup,M-1998-18,Brazil v Morocco,group stage,Group A,1,0,0,0,1998-06-16,21:00,S-044,Stade de la Beaujoire,Nantes,France,T-09,Brazil,BRA,T-45,Morocco,MAR,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,40000,38500.0,3,0,0.9625,25k-50k,75%-100%,FRA,1998,group stage
535,WC-1998,1998 FIFA World Cup,M-1998-19,Chile v Austria,group stage,Group B,1,0,0,0,1998-06-17,17:30,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-13,Chile,CHL,T-05,Austria,AUT,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,36000,36000.0,2,0,1.0,25k-50k,>100%,FRA,1998,group stage
536,WC-1998,1998 FIFA World Cup,M-1998-20,Italy v Cameroon,group stage,Group B,1,0,0,0,1998-06-17,21:00,S-043,Stade de la Mosson,Montpellier,France,T-39,Italy,ITA,T-11,Cameroon,CMR,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,34000,35500.0,3,0,1.0441176470588236,25k-50k,>100%,FRA,1998,group stage
537,WC-1998,1998 FIFA World Cup,M-1998-21,South Africa v Denmark,group stage,Group C,1,0,0,0,1998-06-18,17:30,S-051,Stade de Toulouse,Toulouse,France,T-68,South Africa,ZAF,T-21,Denmark,DNK,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,37000,33500.0,2,0,0.9054054054054054,25k-50k,75%-100%,FRA,1998,group stage
538,WC-1998,1998 FIFA World Cup,M-1998-22,France v Saudi Arabia,group stage,Group C,1,0,0,0,1998-06-18,21:00,S-048,Stade de France,Saint-Denis,France,T-28,France,FRA,T-61,Saudi Arabia,SAU,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,80000,80000.0,4,1,1.0,75k-100k,>100%,FRA,1998,group stage
539,WC-1998,1998 FIFA World Cup,M-1998-23,Nigeria v Bulgaria,group stage,Group D,1,0,0,0,1998-06-19,17:30,S-045,Parc des Princes,Paris,France,T-48,Nigeria,NGA,T-10,Bulgaria,BGR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,49000,48000.0,1,0,0.9795918367346939,25k-50k,75%-100%,FRA,1998,group stage
540,WC-1998,1998 FIFA World Cup,M-1998-24,Spain v Paraguay,group stage,Group D,1,0,0,0,1998-06-19,21:00,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-71,Spain,ESP,T-53,Paraguay,PRY,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,36000,36000.0,0,0,1.0,25k-50k,>100%,FRA,1998,group stage
541,WC-1998,1998 FIFA World Cup,M-1998-25,Japan v Croatia,group stage,Group H,1,0,0,0,1998-06-20,14:30,S-044,Stade de la Beaujoire,Nantes,France,T-42,Japan,JPN,T-17,Croatia,HRV,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,40000,35500.0,1,0,0.8875,25k-50k,75%-100%,FRA,1998,group stage
542,WC-1998,1998 FIFA World Cup,M-1998-26,Belgium v Mexico,group stage,Group E,1,0,0,0,1998-06-20,17:30,S-037,Stade du Parc Lescure,Bordeaux,France,T-06,Belgium,BEL,T-44,Mexico,MEX,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,35000,31800.0,4,0,0.9085714285714286,25k-50k,75%-100%,FRA,1998,group stage
543,WC-1998,1998 FIFA World Cup,M-1998-27,Netherlands v South Korea,group stage,Group E,1,0,0,0,1998-06-20,21:00,S-042,Stade Vélodrome,Marseille,France,T-46,Netherlands,NLD,T-69,South Korea,KOR,5–0,5,0,5,-5,0,0,0-0,0,0,home team win,1,0,0,60000,42738.0,5,0,0.7123,25k-50k,50%-75%,FRA,1998,group stage
544,WC-1998,1998 FIFA World Cup,M-1998-28,Germany v Yugoslavia,group stage,Group F,1,0,0,0,1998-06-21,14:30,S-039,Stade Félix-Bollaert,Lens,France,T-29,Germany,DEU,T-84,Yugoslavia,YUG,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,41000,42738.0,4,0,1.042390243902439,25k-50k,>100%,FRA,1998,group stage
545,WC-1998,1998 FIFA World Cup,M-1998-29,Argentina v Jamaica,group stage,Group H,1,0,0,0,1998-06-21,17:30,S-045,Parc des Princes,Paris,France,T-03,Argentina,ARG,T-41,Jamaica,JAM,5–0,5,0,5,-5,0,0,0-0,0,0,home team win,1,0,0,49000,45500.0,5,0,0.9285714285714286,25k-50k,75%-100%,FRA,1998,group stage
546,WC-1998,1998 FIFA World Cup,M-1998-30,United States v Iran,group stage,Group F,1,0,0,0,1998-06-21,21:00,S-041,Stade de Gerland,Lyon,France,T-80,United States,USA,T-36,Iran,IRN,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,44000,42738.0,3,0,0.9713181818181819,25k-50k,75%-100%,FRA,1998,group stage
547,WC-1998,1998 FIFA World Cup,M-1998-31,Colombia v Tunisia,group stage,Group G,1,0,0,0,1998-06-22,17:30,S-043,Stade de la Mosson,Montpellier,France,T-15,Colombia,COL,T-76,Tunisia,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,34000,35500.0,1,0,1.0441176470588236,25k-50k,>100%,FRA,1998,group stage
548,WC-1998,1998 FIFA World Cup,M-1998-32,Romania v England,group stage,Group G,1,0,0,0,1998-06-22,21:00,S-051,Stade de Toulouse,Toulouse,France,T-59,Romania,ROU,T-27,England,ENG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,37000,33140.0,3,0,0.8956756756756756,25k-50k,75%-100%,FRA,1998,group stage
549,WC-1998,1998 FIFA World Cup,M-1998-33,Chile v Cameroon,group stage,Group B,1,0,0,0,1998-06-23,16:00,S-044,Stade de la Beaujoire,Nantes,France,T-13,Chile,CHL,T-11,Cameroon,CMR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,40000,39500.0,2,0,0.9875,25k-50k,75%-100%,FRA,1998,group stage
550,WC-1998,1998 FIFA World Cup,M-1998-34,Italy v Austria,group stage,Group B,1,0,0,0,1998-06-23,16:00,S-048,Stade de France,Saint-Denis,France,T-39,Italy,ITA,T-05,Austria,AUT,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,80000,80000.0,3,0,1.0,75k-100k,>100%,FRA,1998,group stage
551,WC-1998,1998 FIFA World Cup,M-1998-35,Brazil v Norway,group stage,Group A,1,0,0,0,1998-06-23,21:00,S-042,Stade Vélodrome,Marseille,France,T-09,Brazil,BRA,T-51,Norway,NOR,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,60000,57000.0,3,0,0.95,50k-75k,75%-100%,FRA,1998,group stage
552,WC-1998,1998 FIFA World Cup,M-1998-36,Scotland v Morocco,group stage,Group A,1,0,0,0,1998-06-23,21:00,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-62,Scotland,SCO,T-45,Morocco,MAR,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,36000,36000.0,3,0,1.0,25k-50k,>100%,FRA,1998,group stage
553,WC-1998,1998 FIFA World Cup,M-1998-37,France v Denmark,group stage,Group C,1,0,0,0,1998-06-24,16:00,S-041,Stade de Gerland,Lyon,France,T-28,France,FRA,T-21,Denmark,DNK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,44000,39100.0,3,1,0.8886363636363637,25k-50k,75%-100%,FRA,1998,group stage
554,WC-1998,1998 FIFA World Cup,M-1998-38,South Africa v Saudi Arabia,group stage,Group C,1,0,0,0,1998-06-24,16:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-68,South Africa,ZAF,T-61,Saudi Arabia,SAU,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,35000,31800.0,4,0,0.9085714285714286,25k-50k,75%-100%,FRA,1998,group stage
555,WC-1998,1998 FIFA World Cup,M-1998-39,Nigeria v Paraguay,group stage,Group D,1,0,0,0,1998-06-24,21:00,S-051,Stade de Toulouse,Toulouse,France,T-48,Nigeria,NGA,T-53,Paraguay,PRY,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,37000,33400.0,4,0,0.9027027027027027,25k-50k,75%-100%,FRA,1998,group stage
556,WC-1998,1998 FIFA World Cup,M-1998-40,Spain v Bulgaria,group stage,Group D,1,0,0,0,1998-06-24,21:00,S-039,Stade Félix-Bollaert,Lens,France,T-71,Spain,ESP,T-10,Bulgaria,BGR,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,41000,41275.0,7,0,1.0067073170731706,25k-50k,>100%,FRA,1998,group stage
557,WC-1998,1998 FIFA World Cup,M-1998-41,Belgium v South Korea,group stage,Group E,1,0,0,0,1998-06-25,16:00,S-045,Parc des Princes,Paris,France,T-06,Belgium,BEL,T-69,South Korea,KOR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,49000,42738.0,2,0,0.8722040816326531,25k-50k,75%-100%,FRA,1998,group stage
558,WC-1998,1998 FIFA World Cup,M-1998-42,Netherlands v Mexico,group stage,Group E,1,0,0,0,1998-06-25,16:00,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-46,Netherlands,NLD,T-44,Mexico,MEX,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,36000,30600.0,4,0,0.85,25k-50k,75%-100%,FRA,1998,group stage
559,WC-1998,1998 FIFA World Cup,M-1998-43,Germany v Iran,group stage,Group F,1,0,0,0,1998-06-25,21:00,S-043,Stade de la Mosson,Montpellier,France,T-29,Germany,DEU,T-36,Iran,IRN,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,34000,42738.0,2,0,1.257,25k-50k,>100%,FRA,1998,group stage
560,WC-1998,1998 FIFA World Cup,M-1998-44,United States v Yugoslavia,group stage,Group F,1,0,0,0,1998-06-25,21:00,S-044,Stade de la Beaujoire,Nantes,France,T-80,United States,USA,T-84,Yugoslavia,YUG,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,40000,42738.0,1,0,1.06845,25k-50k,>100%,FRA,1998,group stage
561,WC-1998,1998 FIFA World Cup,M-1998-45,Argentina v Croatia,group stage,Group H,1,0,0,0,1998-06-26,16:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-03,Argentina,ARG,T-17,Croatia,HRV,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,35000,31800.0,1,0,0.9085714285714286,25k-50k,75%-100%,FRA,1998,group stage
562,WC-1998,1998 FIFA World Cup,M-1998-46,Japan v Jamaica,group stage,Group H,1,0,0,0,1998-06-26,16:00,S-041,Stade de Gerland,Lyon,France,T-42,Japan,JPN,T-41,Jamaica,JAM,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,44000,39100.0,3,0,0.8886363636363637,25k-50k,75%-100%,FRA,1998,group stage
563,WC-1998,1998 FIFA World Cup,M-1998-47,Colombia v England,group stage,Group G,1,0,0,0,1998-06-26,21:00,S-039,Stade Félix-Bollaert,Lens,France,T-15,Colombia,COL,T-27,England,ENG,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,41000,42000.0,2,0,1.024390243902439,25k-50k,>100%,FRA,1998,group stage
564,WC-1998,1998 FIFA World Cup,M-1998-48,Romania v Tunisia,group stage,Group G,1,0,0,0,1998-06-26,21:00,S-048,Stade de France,Saint-Denis,France,T-59,Romania,ROU,T-76,Tunisia,TUN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,80000,80000.0,2,0,1.0,75k-100k,>100%,FRA,1998,group stage
565,WC-1998,1998 FIFA World Cup,M-1998-49,Italy v Norway,round of 16,not applicable,0,1,0,0,1998-06-27,16:30,S-042,Stade Vélodrome,Marseille,France,T-39,Italy,ITA,T-51,Norway,NOR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,60000,55000.0,1,0,0.9166666666666666,50k-75k,75%-100%,FRA,1998,knockout stage
566,WC-1998,1998 FIFA World Cup,M-1998-50,Brazil v Chile,round of 16,not applicable,0,1,0,0,1998-06-27,21:00,S-045,Parc des Princes,Paris,France,T-09,Brazil,BRA,T-13,Chile,CHL,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,49000,45500.0,5,0,0.9285714285714286,25k-50k,75%-100%,FRA,1998,knockout stage
567,WC-1998,1998 FIFA World Cup,M-1998-51,France v Paraguay,round of 16,not applicable,0,1,0,0,1998-06-28,16:30,S-039,Stade Félix-Bollaert,Lens,France,T-28,France,FRA,T-53,Paraguay,PRY,1–0,1,0,1,-1,1,0,0-0,0,0,home team win,1,0,0,41000,31800.0,1,1,0.775609756097561,25k-50k,75%-100%,FRA,1998,knockout stage
568,WC-1998,1998 FIFA World Cup,M-1998-52,Nigeria v Denmark,round of 16,not applicable,0,1,0,0,1998-06-28,21:00,S-048,Stade de France,Saint-Denis,France,T-48,Nigeria,NGA,T-21,Denmark,DNK,1–4,1,4,-3,3,0,0,0-0,0,0,away team win,0,1,0,80000,77000.0,5,0,0.9625,75k-100k,75%-100%,FRA,1998,knockout stage
569,WC-1998,1998 FIFA World Cup,M-1998-53,Germany v Mexico,round of 16,not applicable,0,1,0,0,1998-06-29,16:30,S-043,Stade de la Mosson,Montpellier,France,T-29,Germany,DEU,T-44,Mexico,MEX,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,34000,29800.0,3,0,0.8764705882352941,25k-50k,75%-100%,FRA,1998,knockout stage
570,WC-1998,1998 FIFA World Cup,M-1998-54,Netherlands v Yugoslavia,round of 16,not applicable,0,1,0,0,1998-06-29,21:00,S-051,Stade de Toulouse,Toulouse,France,T-46,Netherlands,NLD,T-84,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,37000,42738.0,3,0,1.155081081081081,25k-50k,>100%,FRA,1998,knockout stage
571,WC-1998,1998 FIFA World Cup,M-1998-55,Romania v Croatia,round of 16,not applicable,0,1,0,0,1998-06-30,16:30,S-037,Stade du Parc Lescure,Bordeaux,France,T-59,Romania,ROU,T-17,Croatia,HRV,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,35000,31800.0,1,0,0.9085714285714286,25k-50k,75%-100%,FRA,1998,knockout stage
572,WC-1998,1998 FIFA World Cup,M-1998-56,Argentina v England,round of 16,not applicable,0,1,0,0,1998-06-30,21:00,S-049,Stade Geoffroy-Guichard,Saint-Étienne,France,T-03,Argentina,ARG,T-27,England,ENG,2–2,2,2,0,0,1,1,4–3,4,3,home team win,1,0,0,36000,30600.0,4,0,0.85,25k-50k,75%-100%,FRA,1998,knockout stage
573,WC-1998,1998 FIFA World Cup,M-1998-57,Italy v France,quarter-finals,not applicable,0,1,0,0,1998-07-03,16:30,S-048,Stade de France,Saint-Denis,France,T-39,Italy,ITA,T-28,France,FRA,0–0,0,0,0,0,1,1,3–4,3,4,away team win,0,1,0,80000,80000.0,0,1,1.0,75k-100k,>100%,FRA,1998,knockout stage
574,WC-1998,1998 FIFA World Cup,M-1998-58,Brazil v Denmark,quarter-finals,not applicable,0,1,0,0,1998-07-03,21:00,S-044,Stade de la Beaujoire,Nantes,France,T-09,Brazil,BRA,T-21,Denmark,DNK,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,40000,49500.0,5,0,1.2375,25k-50k,>100%,FRA,1998,knockout stage
575,WC-1998,1998 FIFA World Cup,M-1998-59,Netherlands v Argentina,quarter-finals,not applicable,0,1,0,0,1998-07-04,16:30,S-042,Stade Vélodrome,Marseille,France,T-46,Netherlands,NLD,T-03,Argentina,ARG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,60000,60000.0,3,0,1.0,50k-75k,>100%,FRA,1998,knockout stage
576,WC-1998,1998 FIFA World Cup,M-1998-60,Germany v Croatia,quarter-finals,not applicable,0,1,0,0,1998-07-04,21:00,S-041,Stade de Gerland,Lyon,France,T-29,Germany,DEU,T-17,Croatia,HRV,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,44000,43300.0,3,0,0.9840909090909091,25k-50k,75%-100%,FRA,1998,knockout stage
577,WC-1998,1998 FIFA World Cup,M-1998-61,Brazil v Netherlands,semi-finals,not applicable,0,1,0,0,1998-07-07,21:00,S-042,Stade Vélodrome,Marseille,France,T-09,Brazil,BRA,T-46,Netherlands,NLD,1–1,1,1,0,0,1,1,4–2,4,2,home team win,1,0,0,60000,60000.0,2,0,1.0,50k-75k,>100%,FRA,1998,knockout stage
578,WC-1998,1998 FIFA World Cup,M-1998-62,France v Croatia,semi-finals,not applicable,0,1,0,0,1998-07-08,21:00,S-048,Stade de France,Saint-Denis,France,T-28,France,FRA,T-17,Croatia,HRV,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,80000,80000.0,3,1,1.0,75k-100k,>100%,FRA,1998,knockout stage
579,WC-1998,1998 FIFA World Cup,M-1998-63,Netherlands v Croatia,third-place match,not applicable,0,1,0,0,1998-07-11,21:00,S-045,Parc des Princes,Paris,France,T-46,Netherlands,NLD,T-17,Croatia,HRV,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,49000,44000.0,3,0,0.8979591836734694,25k-50k,75%-100%,FRA,1998,knockout stage
580,WC-1998,1998 FIFA World Cup,M-1998-64,Brazil v France,final,not applicable,0,1,0,0,1998-07-12,21:00,S-048,Stade de France,Saint-Denis,France,T-09,Brazil,BRA,T-28,France,FRA,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,80000,80000.0,3,1,1.0,75k-100k,>100%,FRA,1998,knockout stage
581,WC-2002,2002 FIFA World Cup,M-2002-01,France v Senegal,group stage,Group A,1,0,0,0,2002-05-31,20:30,S-144,Seoul World Cup Stadium,Seoul,South Korea,T-28,France,FRA,T-63,Senegal,SEN,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,64000,62561.0,1,0,0.977515625,50k-75k,75%-100%,,2002,group stage
582,WC-2002,2002 FIFA World Cup,M-2002-02,Republic of Ireland v Cameroon,group stage,Group E,1,0,0,0,2002-06-01,15:30,S-088,Niigata Stadium,Niigata,Japan,T-58,Republic of Ireland,IRL,T-11,Cameroon,CMR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,42000,33679.0,2,0,0.8018809523809524,25k-50k,75%-100%,JPN,2002,group stage
583,WC-2002,2002 FIFA World Cup,M-2002-03,Uruguay v Denmark,group stage,Group A,1,0,0,0,2002-06-01,18:00,S-146,Ulsan Munsu Football Stadium,Ulsan,South Korea,T-81,Uruguay,URY,T-21,Denmark,DNK,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,44000,30157.0,3,0,0.6853863636363636,25k-50k,50%-75%,,2002,group stage
584,WC-2002,2002 FIFA World Cup,M-2002-04,Germany v Saudi Arabia,group stage,Group E,1,0,0,0,2002-06-01,20:30,S-092,Sapporo Dome,Sapporo,Japan,T-29,Germany,DEU,T-61,Saudi Arabia,SAU,8–0,8,0,8,-8,0,0,0-0,0,0,home team win,1,0,0,42000,32218.0,8,0,0.767095238095238,25k-50k,75%-100%,JPN,2002,group stage
585,WC-2002,2002 FIFA World Cup,M-2002-05,Argentina v Nigeria,group stage,Group F,1,0,0,0,2002-06-02,14:30,S-085,Kashima Stadium,Ibaraki,Japan,T-03,Argentina,ARG,T-48,Nigeria,NGA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,42000,34050.0,1,0,0.8107142857142857,25k-50k,75%-100%,JPN,2002,group stage
586,WC-2002,2002 FIFA World Cup,M-2002-06,Paraguay v South Africa,group stage,Group B,1,0,0,0,2002-06-02,16:30,S-137,Busan Asiad Stadium,Busan,South Korea,T-53,Paraguay,PRY,T-68,South Africa,ZAF,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,56000,25186.0,4,0,0.44975,25k-50k,25%-50%,,2002,group stage
