key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,stadium_capacity,attendance,total_goals_in_match,match_for_host,used_capacity_ratio,attendance_category,relative_attendance_category,host_country_code,tournament_year,short_stage_name
1,WC-1930,1930 FIFA World Cup,M-1930-01,France v Mexico,group stage,Group 1,1,0,0,0,1930-07-13,15:00,S-193,Estadio Pocitos,Montevideo,Uruguay,T-28,France,FRA,T-44,Mexico,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,10000,4444.0,5,0,0.4444,1k-25k,25%-50%,URY,1930,group stage
2,WC-1930,1930 FIFA World Cup,M-1930-02,United States v Belgium,group stage,Group 4,1,0,0,0,1930-07-13,15:00,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-80,United States,USA,T-06,Belgium,BEL,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,20000,18346.0,3,0,0.9173,1k-25k,75%-100%,URY,1930,group stage
3,WC-1930,1930 FIFA World Cup,M-1930-03,Yugoslavia v Brazil,group stage,Group 2,1,0,0,0,1930-07-14,12:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-84,Yugoslavia,YUG,T-09,Brazil,BRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,20000,24059.0,3,0,1.20295,1k-25k,>100%,URY,1930,group stage
4,WC-1930,1930 FIFA World Cup,M-1930-04,Romania v Peru,group stage,Group 3,1,0,0,0,1930-07-14,14:50,S-193,Estadio Pocitos,Montevideo,Uruguay,T-59,Romania,ROU,T-54,Peru,PER,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,10000,2549.0,4,0,0.2549,1k-25k,25%-50%,URY,1930,group stage
5,WC-1930,1930 FIFA World Cup,M-1930-05,Argentina v France,group stage,Group 1,1,0,0,0,1930-07-15,16:00,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-03,Argentina,ARG,T-28,France,FRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,20000,23409.0,1,0,1.17045,1k-25k,>100%,URY,1930,group stage
6,WC-1930,1930 FIFA World Cup,M-1930-06,Chile v Mexico,group stage,Group 1,1,0,0,0,1930-07-16,14:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-13,Chile,CHL,T-44,Mexico,MEX,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,20000,9249.0,3,0,0.46245,1k-25k,25%-50%,URY,1930,group stage
7,WC-1930,1930 FIFA World Cup,M-1930-07,Yugoslavia v Bolivia,group stage,Group 2,1,0,0,0,1930-07-17,12:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-84,Yugoslavia,YUG,T-07,Bolivia,BOL,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,20000,18306.0,4,0,0.9153,1k-25k,75%-100%,URY,1930,group stage
8,WC-1930,1930 FIFA World Cup,M-1930-08,United States v Paraguay,group stage,Group 4,1,0,0,0,1930-07-17,14:45,S-192,Estadio Gran Parque Central,Montevideo,Uruguay,T-80,United States,USA,T-53,Paraguay,PRY,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,20000,18306.0,3,0,0.9153,1k-25k,75%-100%,URY,1930,group stage
9,WC-1930,1930 FIFA World Cup,M-1930-09,Uruguay v Peru,group stage,Group 3,1,0,0,0,1930-07-18,14:30,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-54,Peru,PER,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,90000,57735.0,1,1,0.6415,50k-75k,50%-75%,URY,1930,group stage
10,WC-1930,1930 FIFA World Cup,M-1930-10,Chile v France,group stage,Group 1,1,0,0,0,1930-07-19,12:50,S-191,Estadio Centenario,Montevideo,Uruguay,T-13,Chile,CHL,T-28,France,FRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,90000,2000.0,1,0,0.022222222222222223,1k-25k,0%-25%,URY,1930,group stage
11,WC-1930,1930 FIFA World Cup,M-1930-11,Argentina v Mexico,group stage,Group 1,1,0,0,0,1930-07-19,15:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-44,Mexico,MEX,6–3,6,3,3,-3,0,0,0-0,0,0,home team win,1,0,0,90000,42100.0,9,0,0.4677777777777778,25k-50k,25%-50%,URY,1930,group stage
12,WC-1930,1930 FIFA World Cup,M-1930-12,Brazil v Bolivia,group stage,Group 2,1,0,0,0,1930-07-20,13:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-09,Brazil,BRA,T-07,Bolivia,BOL,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,90000,25466.0,4,0,0.28295555555555557,25k-50k,25%-50%,URY,1930,group stage
13,WC-1930,1930 FIFA World Cup,M-1930-13,Paraguay v Belgium,group stage,Group 4,1,0,0,0,1930-07-20,15:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-53,Paraguay,PRY,T-06,Belgium,BEL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,90000,12000.0,1,0,0.13333333333333333,1k-25k,0%-25%,URY,1930,group stage
14,WC-1930,1930 FIFA World Cup,M-1930-14,Uruguay v Romania,group stage,Group 3,1,0,0,0,1930-07-21,14:50,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-59,Romania,ROU,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,90000,70022.0,4,1,0.7780222222222222,50k-75k,75%-100%,URY,1930,group stage
15,WC-1930,1930 FIFA World Cup,M-1930-15,Argentina v Chile,group stage,Group 1,1,0,0,0,1930-07-22,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-13,Chile,CHL,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,90000,41459.0,4,0,0.46065555555555554,25k-50k,25%-50%,URY,1930,group stage
16,WC-1930,1930 FIFA World Cup,M-1930-16,Argentina v United States,semi-finals,not applicable,0,1,0,0,1930-07-26,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-80,United States,USA,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,90000,72886.0,7,0,0.8098444444444445,50k-75k,75%-100%,URY,1930,knockout stage
17,WC-1930,1930 FIFA World Cup,M-1930-17,Uruguay v Yugoslavia,semi-finals,not applicable,0,1,0,0,1930-07-27,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-84,Yugoslavia,YUG,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,90000,79867.0,7,1,0.8874111111111112,75k-100k,75%-100%,URY,1930,knockout stage
18,WC-1930,1930 FIFA World Cup,M-1930-18,Uruguay v Argentina,final,not applicable,0,1,0,0,1930-07-30,14:15,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-03,Argentina,ARG,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,90000,68346.0,6,1,0.7594,50k-75k,75%-100%,URY,1930,knockout stage
19,WC-1934,1934 FIFA World Cup,M-1934-01,Austria v France,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-081,Stadio Benito Mussolini,Turin,Italy,T-05,Austria,AUT,T-28,France,FRA,3–2,3,2,1,-1,1,0,0-0,0,0,home team win,1,0,0,28000,16000.0,5,0,0.5714285714285714,1k-25k,50%-75%,ITA,1934,knockout stage
20,WC-1934,1934 FIFA World Cup,M-1934-02,Czechoslovakia v Romania,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-080,Stadio Littorio,Trieste,Italy,T-20,Czechoslovakia,CSK,T-59,Romania,ROU,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,8000,9000.0,3,0,1.125,1k-25k,>100%,ITA,1934,knockout stage
21,WC-1934,1934 FIFA World Cup,M-1934-03,Germany v Belgium,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-072,Stadio Giovanni Berta,Florence,Italy,T-29,Germany,DEU,T-06,Belgium,BEL,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,47000,8000.0,7,0,0.1702127659574468,1k-25k,0%-25%,ITA,1934,knockout stage
22,WC-1934,1934 FIFA World Cup,M-1934-04,Hungary v Egypt,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-34,Hungary,HUN,T-25,Egypt,EGY,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,40000,9000.0,6,0,0.225,1k-25k,0%-25%,ITA,1934,knockout stage
23,WC-1934,1934 FIFA World Cup,M-1934-05,Italy v United States,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-80,United States,USA,7–1,7,1,6,-6,0,0,0-0,0,0,home team win,1,0,0,47000,25000.0,8,1,0.5319148936170213,25k-50k,50%-75%,ITA,1934,knockout stage
24,WC-1934,1934 FIFA World Cup,M-1934-06,Spain v Brazil,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-71,Spain,ESP,T-09,Brazil,BRA,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,37000,21000.0,4,0,0.5675675675675675,1k-25k,50%-75%,ITA,1934,knockout stage
25,WC-1934,1934 FIFA World Cup,M-1934-07,Sweden v Argentina,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-72,Sweden,SWE,T-03,Argentina,ARG,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,50000,14000.0,5,0,0.28,1k-25k,25%-50%,ITA,1934,knockout stage
26,WC-1934,1934 FIFA World Cup,M-1934-08,Switzerland v Netherlands,round of 16,not applicable,0,1,0,0,1934-05-27,16:00,S-074,San Siro,Milan,Italy,T-73,Switzerland,CHE,T-46,Netherlands,NLD,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,33000.0,5,0,0.44,25k-50k,25%-50%,ITA,1934,knockout stage
27,WC-1934,1934 FIFA World Cup,M-1934-09,Austria v Hungary,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-05,Austria,AUT,T-34,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,50000,23000.0,3,0,0.46,1k-25k,25%-50%,ITA,1934,knockout stage
28,WC-1934,1934 FIFA World Cup,M-1934-10,Czechoslovakia v Switzerland,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-081,Stadio Benito Mussolini,Turin,Italy,T-20,Czechoslovakia,CSK,T-73,Switzerland,CHE,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,28000,12000.0,5,0,0.42857142857142855,1k-25k,25%-50%,ITA,1934,knockout stage
29,WC-1934,1934 FIFA World Cup,M-1934-11,Germany v Sweden,quarter-finals,not applicable,0,1,0,0,1934-05-31,16:30,S-074,San Siro,Milan,Italy,T-29,Germany,DEU,T-72,Sweden,SWE,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,3000.0,3,0,0.04,1k-25k,0%-25%,ITA,1934,knockout stage
30,WC-1934,1934 FIFA World Cup,M-1934-12,Italy v Spain,quarter-finals,not applicable,0,1,1,0,1934-05-31,16:30,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,1–1,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,47000,35000.0,2,1,0.7446808510638298,25k-50k,50%-75%,ITA,1934,knockout stage
31,WC-1934,1934 FIFA World Cup,M-1934-13,Italy v Spain,quarter-finals,not applicable,0,1,0,1,1934-06-01,16:30,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,47000,43000.0,1,1,0.9148936170212766,25k-50k,75%-100%,ITA,1934,knockout stage
32,WC-1934,1934 FIFA World Cup,M-1934-14,Czechoslovakia v Germany,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-078,Stadio Nazionale PNF,Rome,Italy,T-20,Czechoslovakia,CSK,T-29,Germany,DEU,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,47000,15000.0,4,0,0.3191489361702128,1k-25k,25%-50%,ITA,1934,knockout stage
33,WC-1934,1934 FIFA World Cup,M-1934-15,Italy v Austria,semi-finals,not applicable,0,1,0,0,1934-06-03,16:30,S-074,San Siro,Milan,Italy,T-39,Italy,ITA,T-05,Austria,AUT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,75000,35000.0,1,1,0.4666666666666667,25k-50k,25%-50%,ITA,1934,knockout stage
34,WC-1934,1934 FIFA World Cup,M-1934-16,Germany v Austria,third-place match,not applicable,0,1,0,0,1934-06-07,18:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-29,Germany,DEU,T-05,Austria,AUT,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,40000,7000.0,5,0,0.175,1k-25k,0%-25%,ITA,1934,knockout stage
35,WC-1934,1934 FIFA World Cup,M-1934-17,Italy v Czechoslovakia,final,not applicable,0,1,0,0,1934-06-10,17:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-20,Czechoslovakia,CSK,2–1,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,47000,55000.0,3,1,1.1702127659574468,50k-75k,>100%,ITA,1934,knockout stage
36,WC-1938,1938 FIFA World Cup,M-1938-01,Switzerland v Germany,round of 16,not applicable,0,1,1,0,1938-06-04,17:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,1–1,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,49000,27152.0,2,0,0.5541224489795918,25k-50k,50%-75%,FRA,1938,knockout stage
37,WC-1938,1938 FIFA World Cup,M-1938-02,Cuba v Romania,round of 16,not applicable,0,1,1,0,1938-06-05,17:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,3–3,3,3,0,0,1,0,0-0,0,0,draw,0,0,1,15000,7000.0,6,0,0.4666666666666667,1k-25k,25%-50%,FRA,1938,knockout stage
38,WC-1938,1938 FIFA World Cup,M-1938-03,France v Belgium,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-28,France,FRA,T-06,Belgium,BEL,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,60000,30454.0,4,1,0.5075666666666667,25k-50k,50%-75%,FRA,1938,knockout stage
39,WC-1938,1938 FIFA World Cup,M-1938-04,Hungary v Dutch East Indies,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-047,Vélodrome Municipal,Reims,France,T-34,Hungary,HUN,T-22,Dutch East Indies,IDN,6–0,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,22000,9000.0,6,0,0.4090909090909091,1k-25k,25%-50%,FRA,1938,knockout stage
40,WC-1938,1938 FIFA World Cup,M-1938-05,Italy v Norway,round of 16,not applicable,0,1,0,0,1938-06-05,17:00,S-042,Stade Vélodrome,Marseille,France,T-39,Italy,ITA,T-51,Norway,NOR,2–1,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,60000,19000.0,3,0,0.31666666666666665,1k-25k,25%-50%,FRA,1938,knockout stage
41,WC-1938,1938 FIFA World Cup,M-1938-06,Brazil v Poland,round of 16,not applicable,0,1,0,0,1938-06-05,17:30,S-050,Stade de la Meinau,Strasbourg,France,T-09,Brazil,BRA,T-55,Poland,POL,6–5,6,5,1,-1,1,0,0-0,0,0,home team win,1,0,0,30000,13452.0,11,0,0.4484,1k-25k,25%-50%,FRA,1938,knockout stage
42,WC-1938,1938 FIFA World Cup,M-1938-07,Czechoslovakia v Netherlands,round of 16,not applicable,0,1,0,0,1938-06-05,18:30,S-038,Stade Jules Deschaseaux,Le Havre,France,T-20,Czechoslovakia,CSK,T-46,Netherlands,NLD,3–0,3,0,3,-3,1,0,0-0,0,0,home team win,1,0,0,22000,11000.0,3,0,0.5,1k-25k,50%-75%,FRA,1938,knockout stage
43,WC-1938,1938 FIFA World Cup,M-1938-08,Cuba v Romania,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,15000,8000.0,3,0,0.5333333333333333,1k-25k,50%-75%,FRA,1938,knockout stage
44,WC-1938,1938 FIFA World Cup,M-1938-09,Switzerland v Germany,round of 16,not applicable,0,1,0,1,1938-06-09,18:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,49000,20025.0,6,0,0.4086734693877551,1k-25k,25%-50%,FRA,1938,knockout stage
45,WC-1938,1938 FIFA World Cup,M-1938-10,Brazil v Czechoslovakia,quarter-finals,not applicable,0,1,1,0,1938-06-12,17:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,1–1,1,1,0,0,1,0,0-0,0,0,draw,0,0,1,35000,22021.0,2,0,0.6291714285714286,1k-25k,50%-75%,FRA,1938,knockout stage
46,WC-1938,1938 FIFA World Cup,M-1938-11,Hungary v Switzerland,quarter-finals,not applicable,0,1,0,0,1938-06-12,17:00,S-040,Stade Victor Boucquey,Lille,France,T-34,Hungary,HUN,T-73,Switzerland,CHE,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,15000,15000.0,2,0,1.0,1k-25k,>100%,FRA,1938,knockout stage
47,WC-1938,1938 FIFA World Cup,M-1938-12,Italy v France,quarter-finals,not applicable,0,1,0,0,1938-06-12,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-39,Italy,ITA,T-28,France,FRA,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,60000,58455.0,4,1,0.97425,50k-75k,75%-100%,FRA,1938,knockout stage
48,WC-1938,1938 FIFA World Cup,M-1938-13,Sweden v Cuba,quarter-finals,not applicable,0,1,0,0,1938-06-12,17:00,S-036,Stade du Fort Carré,Antibes,France,T-72,Sweden,SWE,T-18,Cuba,CUB,8–0,8,0,8,-8,0,0,0-0,0,0,home team win,1,0,0,7000,7000.0,8,0,1.0,1k-25k,>100%,FRA,1938,knockout stage
49,WC-1938,1938 FIFA World Cup,M-1938-14,Brazil v Czechoslovakia,quarter-finals,not applicable,0,1,0,1,1938-06-14,18:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,35000,18141.0,3,0,0.5183142857142857,1k-25k,50%-75%,FRA,1938,knockout stage
50,WC-1938,1938 FIFA World Cup,M-1938-15,Hungary v Sweden,semi-finals,not applicable,0,1,0,0,1938-06-16,18:00,S-045,Parc des Princes,Paris,France,T-34,Hungary,HUN,T-72,Sweden,SWE,5–1,5,1,4,-4,0,0,0-0,0,0,home team win,1,0,0,49000,20000.0,6,0,0.40816326530612246,1k-25k,25%-50%,FRA,1938,knockout stage
51,WC-1938,1938 FIFA World Cup,M-1938-16,Italy v Brazil,semi-finals,not applicable,0,1,0,0,1938-06-16,18:00,S-042,Stade Vélodrome,Marseille,France,T-39,Italy,ITA,T-09,Brazil,BRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,60000,33000.0,3,0,0.55,25k-50k,50%-75%,FRA,1938,knockout stage
52,WC-1938,1938 FIFA World Cup,M-1938-17,Brazil v Sweden,third-place match,not applicable,0,1,0,0,1938-06-19,17:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-72,Sweden,SWE,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,35000,12000.0,6,0,0.34285714285714286,1k-25k,25%-50%,FRA,1938,knockout stage
53,WC-1938,1938 FIFA World Cup,M-1938-18,Italy v Hungary,final,not applicable,0,1,0,0,1938-06-19,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-39,Italy,ITA,T-34,Hungary,HUN,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,60000,45000.0,6,0,0.75,25k-50k,75%-100%,FRA,1938,knockout stage
54,WC-1950,1950 FIFA World Cup,M-1950-01,Brazil v Mexico,group stage,Group 1,1,0,0,0,1950-06-24,15:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-09,Brazil,BRA,T-44,Mexico,MEX,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,200000,81649.0,4,1,0.408245,75k-100k,25%-50%,BRA,1950,group stage
55,WC-1950,1950 FIFA World Cup,M-1950-02,Yugoslavia v Switzerland,group stage,Group 1,1,0,0,0,1950-06-25,15:00,S-007,Estádio Independência,Belo Horizonte,Brazil,T-84,Yugoslavia,YUG,T-73,Switzerland,CHE,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,30000,7336.0,3,0,0.24453333333333332,1k-25k,0%-25%,BRA,1950,group stage
56,WC-1950,1950 FIFA World Cup,M-1950-03,England v Chile,group stage,Group 2,1,0,0,0,1950-06-25,15:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-27,England,ENG,T-13,Chile,CHL,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,200000,29703.0,2,0,0.148515,25k-50k,0%-25%,BRA,1950,group stage
57,WC-1950,1950 FIFA World Cup,M-1950-04,Spain v United States,group stage,Group 2,1,0,0,0,1950-06-25,15:00,S-012,Estádio Vila Capanema,Curitiba,Brazil,T-71,Spain,ESP,T-80,United States,USA,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,10000,9511.0,4,0,0.9511,1k-25k,75%-100%,BRA,1950,group stage
58,WC-1950,1950 FIFA World Cup,M-1950-05,Sweden v Italy,group stage,Group 3,1,0,0,0,1950-06-25,15:00,S-023,Estádio do Pacaembu,São Paulo,Brazil,T-72,Sweden,SWE,T-39,Italy,ITA,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,60000,36502.0,5,0,0.6083666666666666,25k-50k,50%-75%,BRA,1950,group stage
59,WC-1950,1950 FIFA World Cup,M-1950-06,Brazil v Switzerland,group stage,Group 1,1,0,0,0,1950-06-28,15:00,S-023,Estádio do Pacaembu,São Paulo,Brazil,T-09,Brazil,BRA,T-73,Switzerland,CHE,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,60000,42032.0,4,1,0.7005333333333333,25k-50k,50%-75%,BRA,1950,group stage
60,WC-1950,1950 FIFA World Cup,M-1950-07,Yugoslavia v Mexico,group stage,Group 1,1,0,0,0,1950-06-28,15:00,S-017,Estádio dos Eucaliptos,Porto Alegre,Brazil,T-84,Yugoslavia,YUG,T-44,Mexico,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,20000,11078.0,5,0,0.5539,1k-25k,50%-75%,BRA,1950,group stage
61,WC-1950,1950 FIFA World Cup,M-1950-08,Spain v Chile,group stage,Group 2,1,0,0,0,1950-06-29,15:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-71,Spain,ESP,T-13,Chile,CHL,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,200000,19790.0,2,0,0.09895,1k-25k,0%-25%,BRA,1950,group stage
62,WC-1950,1950 FIFA World Cup,M-1950-09,United States v England,group stage,Group 2,1,0,0,0,1950-06-29,15:00,S-007,Estádio Independência,Belo Horizonte,Brazil,T-80,United States,USA,T-27,England,ENG,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,30000,10151.0,1,0,0.33836666666666665,1k-25k,25%-50%,BRA,1950,group stage
63,WC-1950,1950 FIFA World Cup,M-1950-10,Sweden v Paraguay,group stage,Group 3,1,0,0,0,1950-06-29,15:30,S-012,Estádio Vila Capanema,Curitiba,Brazil,T-72,Sweden,SWE,T-53,Paraguay,PRY,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,10000,7903.0,4,0,0.7903,1k-25k,75%-100%,BRA,1950,group stage
64,WC-1950,1950 FIFA World Cup,M-1950-11,Brazil v Yugoslavia,group stage,Group 1,1,0,0,0,1950-07-01,15:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-09,Brazil,BRA,T-84,Yugoslavia,YUG,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,200000,142429.0,2,1,0.712145,>100k,50%-75%,BRA,1950,group stage
65,WC-1950,1950 FIFA World Cup,M-1950-12,Chile v United States,group stage,Group 2,1,0,0,0,1950-07-02,15:00,S-019,Estádio Ilha do Retiro,Recife,Brazil,T-13,Chile,CHL,T-80,United States,USA,5–2,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,30000,8501.0,7,0,0.28336666666666666,1k-25k,25%-50%,BRA,1950,group stage
66,WC-1950,1950 FIFA World Cup,M-1950-13,Spain v England,group stage,Group 2,1,0,0,0,1950-07-02,15:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-71,Spain,ESP,T-27,England,ENG,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,200000,74462.0,1,0,0.37231,50k-75k,25%-50%,BRA,1950,group stage
67,WC-1950,1950 FIFA World Cup,M-1950-14,Italy v Paraguay,group stage,Group 3,1,0,0,0,1950-07-02,15:00,S-023,Estádio do Pacaembu,São Paulo,Brazil,T-39,Italy,ITA,T-53,Paraguay,PRY,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,60000,25811.0,2,0,0.4301833333333333,25k-50k,25%-50%,BRA,1950,group stage
68,WC-1950,1950 FIFA World Cup,M-1950-15,Uruguay v Bolivia,group stage,Group 4,1,0,0,0,1950-07-02,15:00,S-007,Estádio Independência,Belo Horizonte,Brazil,T-81,Uruguay,URY,T-07,Bolivia,BOL,8–0,8,0,8,-8,0,0,0-0,0,0,home team win,1,0,0,30000,5284.0,8,0,0.17613333333333334,1k-25k,0%-25%,BRA,1950,group stage
69,WC-1950,1950 FIFA World Cup,M-1950-16,Switzerland v Mexico,group stage,Group 1,1,0,0,0,1950-07-02,15:40,S-017,Estádio dos Eucaliptos,Porto Alegre,Brazil,T-73,Switzerland,CHE,T-44,Mexico,MEX,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,20000,3580.0,3,0,0.179,1k-25k,0%-25%,BRA,1950,group stage
70,WC-1950,1950 FIFA World Cup,M-1950-17,Brazil v Sweden,final round,not applicable,1,0,0,0,1950-07-09,15:00,S-020,Estádio do Maracanã,Rio de Janeiro,Brazil,T-09,Brazil,BRA,T-72,Sweden,SWE,7–1,7,1,6,-6,0,0,0-0,0,0,home team win,1,0,0,200000,138886.0,8,1,0.69443,>100k,50%-75%,BRA,1950,group stage
