key_id,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code,tournament_year,full_name
1,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-06987,Bossio,Ángel,0,goal keeper,GK,1930,Ángel Bossio
2,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-00287,Botasso,Juan,0,goal keeper,GK,1930,Juan Botasso
3,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-01435,Cherro,Roberto,0,forward,FW,1930,Roberto Cherro
4,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-01321,Chividini,Alberto,0,defender,DF,1930,Alberto Chividini
5,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-08552,Della Torre,José,0,defender,DF,1930,José Della Torre
6,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-02845,Demaría,Attilio,0,forward,FW,1930,Attilio Demaría
7,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-06328,Evaristo,Juan,0,midfielder,MF,1930,Juan Evaristo
8,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-03577,Evaristo,Mario,0,forward,FW,1930,Mario Evaristo
9,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-02252,Ferreira,Manuel,0,forward,FW,1930,Manuel Ferreira
10,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-02543,Monti,Luis,0,midfielder,MF,1930,Luis Monti
11,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-09727,Muttis,Ramón,0,defender,DF,1930,Ramón Muttis
12,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-07275,Orlandini,Rodolfo,0,midfielder,MF,1930,Rodolfo Orlandini
13,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-09926,Paternoster,Fernando,0,defender,DF,1930,Fernando Paternoster
14,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-07134,Perinetti,Natalio,0,forward,FW,1930,Natalio Perinetti
15,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-07580,Peucelle,Carlos,0,forward,FW,1930,Carlos Peucelle
16,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-05506,Piaggio,Edmundo,0,defender,DF,1930,Edmundo Piaggio
17,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-09209,Scopelli,Alejandro,0,forward,FW,1930,Alejandro Scopelli
18,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-01572,Spadaro,Carlos,0,forward,FW,1930,Carlos Spadaro
19,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-01708,Stábile,Guillermo,0,forward,FW,1930,Guillermo Stábile
20,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-01099,Suárez,Arico,0,midfielder,MF,1930,Arico Suárez
21,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-09079,Varallo,Francisco,0,forward,FW,1930,Francisco Varallo
22,WC-1930,1930 FIFA World Cup,T-03,Argentina,ARG,P-07031,Zumelzú,Adolfo,0,midfielder,MF,1930,Adolfo Zumelzú
23,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-00475,Adams,Ferdinand,0,forward,FW,1930,Ferdinand Adams
24,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-07094,Badjou,Arnold,0,goal keeper,GK,1930,Arnold Badjou
25,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-07671,Braine,Pierre,0,midfielder,MF,1930,Pierre Braine
26,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-00257,Chantraine,Alexis,0,midfielder,MF,1930,Alexis Chantraine
27,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-02210,De Bie,Jean,0,goal keeper,GK,1930,Jean De Bie
28,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-03107,De Clercq,Jean,0,midfielder,MF,1930,Jean De Clercq
29,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-05925,De Deken,Henri,0,defender,DF,1930,Henri De Deken
30,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-03372,Delbeke,Gérard,0,midfielder,MF,1930,Gérard Delbeke
31,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-02749,Diddens,Jan,0,forward,FW,1930,Jan Diddens
32,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-08813,Hellemans,August,0,midfielder,MF,1930,August Hellemans
33,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-01026,Hoydonckx,Nic,0,defender,DF,1930,Nic Hoydonckx
34,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-07082,Moeschal,Jacques,0,forward,FW,1930,Jacques Moeschal
35,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-09124,Nouwens,Theodore,0,defender,DF,1930,Theodore Nouwens
36,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-03268,Saeys,André,0,forward,FW,1930,André Saeys
37,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-06915,Versyp,Louis,0,forward,FW,1930,Louis Versyp
38,WC-1930,1930 FIFA World Cup,T-06,Belgium,BEL,P-08846,Voorhoof,Bernard,0,forward,FW,1930,Bernard Voorhoof
39,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-02131,Alborta,Mario,0,forward,FW,1930,Mario Alborta
40,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-00424,Argote,Juan,0,midfielder,MF,1930,Juan Argote
41,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-02469,Bermúdez,Jesús,0,goal keeper,GK,1930,Jesús Bermúdez
42,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-01140,Brito,Miguel,0,midfielder,MF,1930,Miguel Brito
43,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-03287,Bustamante,José,0,forward,FW,1930,José Bustamante
44,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-08162,Chavarría,Casiano,0,defender,DF,1930,Casiano Chavarría
45,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-07133,Durandal,Segundo,0,defender,DF,1930,Segundo Durandal
46,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-00520,Fernández,René,0,forward,FW,1930,René Fernández
47,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-01007,Gómez,Gumercindo,0,forward,FW,1930,Gumercindo Gómez
48,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-03154,Lara,Diógenes,0,midfielder,MF,1930,Diógenes Lara
49,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-01959,Méndez,Rafael,0,forward,FW,1930,Rafael Méndez
50,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-07118,Murillo,Miguel,0,goal keeper,GK,1930,Miguel Murillo
51,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-02340,Noya,Constantino,0,midfielder,MF,1930,Constantino Noya
52,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-00209,Reyes Ortiz,Eduardo,0,forward,FW,1930,Eduardo Reyes Ortiz
53,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-04241,Reyes Peñaranda,Luis,0,defender,DF,1930,Luis Reyes Peñaranda
54,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-00164,Sáinz,Renato,0,midfielder,MF,1930,Renato Sáinz
55,WC-1930,1930 FIFA World Cup,T-07,Bolivia,BOL,P-06110,Valderrama,Jorge,0,midfielder,MF,1930,Jorge Valderrama
56,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-09817,Araken,not applicable,0,forward,FW,1930,not applicable Araken
57,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-00296,Benedicto,not applicable,0,forward,FW,1930,not applicable Benedicto
58,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-07123,Benvenuto,not applicable,0,midfielder,MF,1930,not applicable Benvenuto
59,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-05077,Brilhante,not applicable,0,defender,DF,1930,not applicable Brilhante
60,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-04448,Doca,not applicable,0,forward,FW,1930,not applicable Doca
61,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-05255,Fausto,not applicable,0,defender,DF,1930,not applicable Fausto
62,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-04156,Fernando,not applicable,0,midfielder,MF,1930,not applicable Fernando
63,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-01283,Fortes,not applicable,0,midfielder,MF,1930,not applicable Fortes
64,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-03105,Hermógenes,not applicable,0,defender,DF,1930,not applicable Hermógenes
65,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-01031,Itália,not applicable,0,defender,DF,1930,not applicable Itália
66,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-01443,Joel,not applicable,0,goal keeper,GK,1930,not applicable Joel
67,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-01590,Leite,Carvalho,0,forward,FW,1930,Carvalho Leite
68,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-08584,Manoelzinho,not applicable,0,forward,FW,1930,not applicable Manoelzinho
69,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-08658,Mariz,Ivan,0,midfielder,MF,1930,Ivan Mariz
70,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-08453,Moderato,not applicable,0,forward,FW,1930,not applicable Moderato
71,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-06525,Nilo,not applicable,0,forward,FW,1930,not applicable Nilo
72,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-03415,Oscarino,not applicable,0,midfielder,MF,1930,not applicable Oscarino
73,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-03846,Pamplona,not applicable,0,midfielder,MF,1930,not applicable Pamplona
74,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-02207,Poly,not applicable,0,forward,FW,1930,not applicable Poly
75,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-05876,Preguinho,not applicable,0,forward,FW,1930,not applicable Preguinho
76,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-04331,Russinho,not applicable,0,forward,FW,1930,not applicable Russinho
77,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-01003,Teóphilo,not applicable,0,forward,FW,1930,not applicable Teóphilo
78,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-04620,Velloso,not applicable,0,goal keeper,GK,1930,not applicable Velloso
79,WC-1930,1930 FIFA World Cup,T-09,Brazil,BRA,P-04828,Zé Luiz,not applicable,0,defender,DF,1930,not applicable Zé Luiz
80,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-00430,Aguilera,Juan,0,forward,FW,1930,Juan Aguilera
81,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-00532,Arellano,Guillermo,0,forward,FW,1930,Guillermo Arellano
82,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-05501,Chaparro,Ernesto,0,defender,DF,1930,Ernesto Chaparro
83,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-08361,Coddou,Arturo,0,midfielder,MF,1930,Arturo Coddou
84,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-03842,Cortés,Roberto,0,goal keeper,GK,1930,Roberto Cortés
85,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-06392,Elgueta,Humberto,0,midfielder,MF,1930,Humberto Elgueta
86,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-05554,Espinoza,César,0,goal keeper,GK,1930,César Espinoza
87,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-08729,Morales,Víctor,0,defender,DF,1930,Víctor Morales
88,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-05188,Muñoz,Horacio,0,forward,FW,1930,Horacio Muñoz
89,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-06963,Ojeda,Tomás,0,forward,FW,1930,Tomás Ojeda
90,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-09757,Poirier,Ulises,0,defender,DF,1930,Ulises Poirier
91,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-08039,Riveros,Guillermo,0,defender,DF,1930,Guillermo Riveros
92,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-00843,Saavedra,Guillermo,0,midfielder,MF,1930,Guillermo Saavedra
93,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-08073,Schneeberger,Carlos,0,forward,FW,1930,Carlos Schneeberger
94,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-02231,Subiabre,Guillermo,0,forward,FW,1930,Guillermo Subiabre
95,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-07017,Torres,Arturo,0,midfielder,MF,1930,Arturo Torres
96,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-05464,Torres,Casimiro,0,midfielder,MF,1930,Casimiro Torres
97,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-09271,Vidal,Carlos,0,forward,FW,1930,Carlos Vidal
98,WC-1930,1930 FIFA World Cup,T-13,Chile,CHL,P-06050,Villalobos,Eberardo,0,forward,FW,1930,Eberardo Villalobos
99,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-06132,Andoire,Numa,0,defender,DF,1930,Numa Andoire
100,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-00212,Capelle,Marcel,0,defender,DF,1930,Marcel Capelle
101,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-05547,Chantrel,Augustin,0,midfielder,MF,1930,Augustin Chantrel
102,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-03957,Delfour,Edmond,0,midfielder,MF,1930,Edmond Delfour
103,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-04765,Delmer,Célestin,0,midfielder,MF,1930,Célestin Delmer
104,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-00280,Langiller,Marcel,0,forward,FW,1930,Marcel Langiller
105,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-06802,Laurent,Jean,0,defender,DF,1930,Jean Laurent
106,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-08962,Laurent,Lucien,0,forward,FW,1930,Lucien Laurent
107,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-08722,Libérati,Ernest,0,forward,FW,1930,Ernest Libérati
108,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-09030,Maschinot,André,0,forward,FW,1930,André Maschinot
109,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-09404,Mattler,Étienne,0,defender,DF,1930,Étienne Mattler
110,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-08305,Pinel,Marcel,0,forward,FW,1930,Marcel Pinel
111,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-06359,Tassin,André,0,goal keeper,GK,1930,André Tassin
112,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-00512,Thépot,Alex,0,goal keeper,GK,1930,Alex Thépot
113,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-03073,Veinante,Émile,0,forward,FW,1930,Émile Veinante
114,WC-1930,1930 FIFA World Cup,T-28,France,FRA,P-05520,Villaplane,Alexandre,0,midfielder,MF,1930,Alexandre Villaplane
115,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-08543,Amézcua,Efraín,0,midfielder,MF,1930,Efraín Amézcua
116,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-02418,Bonfiglio,Oscar,0,goal keeper,GK,1930,Oscar Bonfiglio
117,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-00780,Carreño,Juan,0,forward,FW,1930,Juan Carreño
118,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-04280,Castro,Jesús,0,forward,FW,1930,Jesús Castro
119,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-03216,Garza Gutiérrez,Rafael,0,defender,DF,1930,Rafael Garza Gutiérrez
120,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-05642,Garza Gutiérrez,Francisco,0,defender,DF,1930,Francisco Garza Gutiérrez
121,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-09418,Gayón,Roberto,0,forward,FW,1930,Roberto Gayón
122,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-03876,López,Hilario,0,forward,FW,1930,Hilario López
123,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-01231,Mejía,Dionisio,0,forward,FW,1930,Dionisio Mejía
124,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-01253,Olivares,Felipe,0,forward,FW,1930,Felipe Olivares
125,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-09617,Pérez,Luis,0,forward,FW,1930,Luis Pérez
126,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-06892,Rodríguez,Raymundo,0,midfielder,MF,1930,Raymundo Rodríguez
127,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-01411,Rosas,Felipe,0,midfielder,MF,1930,Felipe Rosas
128,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-02991,Rosas,Manuel,0,defender,DF,1930,Manuel Rosas
129,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-05383,Ruíz,José,0,forward,FW,1930,José Ruíz
130,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-07766,Sánchez,Alfredo Viejo,0,midfielder,MF,1930,Alfredo Viejo Sánchez
131,WC-1930,1930 FIFA World Cup,T-44,Mexico,MEX,P-03951,Sota,Isidoro,0,goal keeper,GK,1930,Isidoro Sota
132,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-07936,Aguirre,Francisco,0,midfielder,MF,1930,Francisco Aguirre
133,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-04747,Benítez,Pedro,0,goal keeper,GK,1930,Pedro Benítez
134,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-07997,Benítez,Santiago,0,midfielder,MF,1930,Santiago Benítez
135,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-03237,Benítez Cáceres,Delfín,0,forward,FW,1930,Delfín Benítez Cáceres
136,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-02598,Carreras,Saguier,0,forward,FW,1930,Saguier Carreras
137,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-02521,Chamorro,Eustacio,0,defender,DF,1930,Eustacio Chamorro
138,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-07313,Denis,Modesto,0,goal keeper,GK,1930,Modesto Denis
139,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-08477,Díaz,Eusebio,0,midfielder,MF,1930,Eusebio Díaz
140,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-01522,Domínguez,Diógenes,0,forward,FW,1930,Diógenes Domínguez
141,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-00007,Etcheverry,Romildo,0,midfielder,MF,1930,Romildo Etcheverry
142,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-03662,Florentín,Diego,0,midfielder,MF,1930,Diego Florentín
143,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-00513,Flores,Salvador,0,defender,DF,1930,Salvador Flores
144,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-09285,Garcete,Tranquilino,0,midfielder,MF,1930,Tranquilino Garcete
145,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-02304,González,Aurelio,0,forward,FW,1930,Aurelio González
146,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-02726,Miracca,José,0,defender,DF,1930,José Miracca
147,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-07853,Nessi,Lino,0,forward,FW,1930,Lino Nessi
148,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-07481,Olmedo,Quiterio,0,defender,DF,1930,Quiterio Olmedo
149,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-01216,Ortega,Amadeo,0,forward,FW,1930,Amadeo Ortega
150,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-03406,Rivera,Bernabé,0,forward,FW,1930,Bernabé Rivera
151,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-09312,Romero,Gerardo,0,forward,FW,1930,Gerardo Romero
152,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-00159,Vargas Peña,Luis,0,forward,FW,1930,Luis Vargas Peña
153,WC-1930,1930 FIFA World Cup,T-53,Paraguay,PRY,P-02906,Villalba,Jacinto,0,forward,FW,1930,Jacinto Villalba
154,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-01999,Astengo,Eduardo,0,midfielder,MF,1930,Eduardo Astengo
155,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-09805,Cillóniz,Carlos,0,midfielder,MF,1930,Carlos Cillóniz
156,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-07166,de las Casas,Mario,0,defender,DF,1930,Mario de las Casas
157,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-02535,Denegri,Alberto,0,midfielder,MF,1930,Alberto Denegri
158,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-02017,Fernández,Arturo,0,defender,DF,1930,Arturo Fernández
159,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-00281,Galindo,Plácido,0,midfielder,MF,1930,Plácido Galindo
160,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-02643,García,Domingo,0,midfielder,MF,1930,Domingo García
161,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-05781,Góngora,Jorge,0,forward,FW,1930,Jorge Góngora
162,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-00544,Lavalle,José María,0,forward,FW,1930,José María Lavalle
163,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-00507,Lores,Julio,0,forward,FW,1930,Julio Lores
164,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-06562,Maquilón,Antonio,0,defender,DF,1930,Antonio Maquilón
165,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-03905,Neyra,Demetrio,0,forward,FW,1930,Demetrio Neyra
166,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-03195,Pacheco,Pablo,0,forward,FW,1930,Pablo Pacheco
167,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-04267,Pardon,Jorge,0,goal keeper,GK,1930,Jorge Pardon
168,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-09980,Quintana,Julio,0,midfielder,MF,1930,Julio Quintana
169,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-01790,Rodríguez Nue,Lizardo,0,forward,FW,1930,Lizardo Rodríguez Nue
170,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-05405,Sarmiento,Jorge,0,forward,FW,1930,Jorge Sarmiento
171,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-08249,Soria,Alberto,0,defender,DF,1930,Alberto Soria
172,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-09390,Souza Ferreira,Luis,0,forward,FW,1930,Luis Souza Ferreira
173,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-03271,Valdivieso,Juan,0,goal keeper,GK,1930,Juan Valdivieso
174,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-02194,Valle,Juan Alfonso,0,midfielder,MF,1930,Juan Alfonso Valle
175,WC-1930,1930 FIFA World Cup,T-54,Peru,PER,P-00690,Villanueva,Alejandro,0,forward,FW,1930,Alejandro Villanueva
176,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-02624,Barbu,Ştefan,0,forward,FW,1930,Ştefan Barbu
177,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-07615,Bürger,Rudolf,0,defender,DF,1930,Rudolf Bürger
178,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-04024,Czako,Iosif,0,defender,DF,1930,Iosif Czako
179,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-06687,Deşu,Adalbert,0,forward,FW,1930,Adalbert Deşu
180,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-00404,Eisenbeisser,Alfred,0,midfielder,MF,1930,Alfred Eisenbeisser
181,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-04326,Kovács,Miklós,0,forward,FW,1930,Miklós Kovács
182,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-03513,Lǎpuşneanu,Ion,0,goal keeper,GK,1930,Ion Lǎpuşneanu
183,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-03980,Raffinsky,László,0,midfielder,MF,1930,László Raffinsky
184,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-01190,Robe,Corneliu,0,midfielder,MF,1930,Corneliu Robe
185,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-01915,Stanciu,Constantin,0,forward,FW,1930,Constantin Stanciu
186,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-06320,Steiner,Adalbert,0,defender,DF,1930,Adalbert Steiner
187,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-04706,Subăşeanu,Ilie,0,forward,FW,1930,Ilie Subăşeanu
188,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-08293,Vogl,Emerich,0,defender,DF,1930,Emerich Vogl
189,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-00541,Wetzer,Rudolf,0,forward,FW,1930,Rudolf Wetzer
190,WC-1930,1930 FIFA World Cup,T-59,Romania,ROU,P-09012,Zauber,Samuel,0,goal keeper,GK,1930,Samuel Zauber
191,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-06140,Auld,Andy,0,midfielder,MF,1930,Andy Auld
192,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-06893,Bookie,Mike,0,forward,FW,1930,Mike Bookie
193,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-08044,Brown,Jim,0,forward,FW,1930,Jim Brown
194,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-07908,Douglas,Jimmy,0,goal keeper,GK,1930,Jimmy Douglas
195,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-00033,Florie,Tom,0,forward,FW,1930,Tom Florie
196,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-06054,Gallagher,Jimmy,0,midfielder,MF,1930,Jimmy Gallagher
197,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-03591,Gentle,James,0,forward,FW,1930,James Gentle
198,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-02230,Gonsalves,Billy,0,forward,FW,1930,Billy Gonsalves
199,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-04768,McGhee,Bart,0,forward,FW,1930,Bart McGhee
200,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-06825,Moorhouse,George,0,defender,DF,1930,George Moorhouse
201,WC-1930,1930 FIFA World Cup,T-80,United States,USA,P-08037,Oliver,Arnie,0,forward,FW,1930,Arnie Oliver
